L,R,F,M,C
2037,215,2,3820,0.58
2134,79,2,3275,0.676341985
1069,604,2,3361,0.6588664089999999
454,269,4,4542,0.487494496
929,36,3,3246,0.68207024
457,77,8,4384,0.505
820,141,2,3155,0.7016038029999999
2479,9,3,4124,0.536736178
475,255,3,3202,0.6912710809999999
1614,713,2,2604,0.85
1569,228,4,2337,0.947094566
553,254,2,3458,0.64
428,30,2,2840,0.779221831
1610,43,4,2770,0.798898917
1329,47,2,4516,0.49
1263,222,5,3949,0.560314004
1598,201,3,3671,0.602702261
2530,104,2,2892,0.765
437,228,3,4074,0.542955326
3096,118,3,2933,0.754162973
2075,346,3,2866,0.771772505
577,488,4,3503,0.631430203
368,368,2,4129,0.53561395
1245,431,2,4437,0.498411089
370,203,5,4703,0.47017435700000004
1389,723,2,2948,0.75
1101,370,2,4020,0.55
2463,310,3,2740,0.806788321
620,277,2,2616,0.845
2693,167,2,2616,0.845
3307,370,3,5642,0.39174938
1154,244,3,3157,0.7000791890000001
706,200,4,3728,0.592813841
1419,31,5,5034,0.439000795
1355,498,6,3767,0.586620653
1977,502,2,3230,0.683993808
652,443,3,3453,0.639820446
1015,654,3,3164,0.698040455
376,127,3,2769,0.797500903
621,431,4,2208,1.0
2257,517,2,2760,0.8
1411,78,2,3747,0.589268748
993,593,2,2579,0.856068244
414,42,4,7956,0.2775
713,242,2,2977,0.7416022840000001
494,117,3,3968,0.5563558470000001
840,347,3,3527,0.625871846
2121,443,4,3896,0.566568275
929,183,2,2318,0.9522001729999999
561,514,2,2842,0.776477833
826,415,4,2596,0.85
1646,708,2,3692,0.597643554
367,363,2,2758,0.8
849,263,5,4360,0.506
1102,311,3,2797,0.788559171
752,470,4,3524,0.625766175
1618,357,3,3993,0.5522539439999999
389,386,2,4247,0.5191311510000001
1497,37,2,2657,0.829729018
1661,113,5,5143,0.42865059299999997
2851,544,3,3711,0.593990838
671,87,4,3190,0.690962382
3063,660,3,3823,0.576536751
953,123,2,2778,0.7933549320000001
819,173,3,4354,0.506129995
1418,183,3,3003,0.7337762240000001
2294,480,2,3390,0.65
585,57,3,4374,0.503763146
617,591,2,3294,0.668852459
2227,36,5,3356,0.656454112
375,148,3,2373,0.9283775809999999
712,656,3,2203,1.0
558,402,2,2485,0.886458753
1035,18,6,4178,0.527247487
2088,148,3,2505,0.879229541
875,428,3,3466,0.635386613
459,46,4,3640,0.605
454,68,3,5129,0.429360499
2093,86,3,4371,0.503802334
2851,95,2,4027,0.546823938
3285,23,2,3865,0.569717982
1980,6,2,2020,1.09
2600,36,2,4154,0.53
1594,4,2,2752,0.8
1166,19,4,2492,0.8833667740000001
1486,652,2,1492,1.4753351209999999
522,156,2,3145,0.699860095
2459,334,3,2378,0.925399495
1852,3,3,4943,0.445152741
2902,237,3,2268,0.97015873
1186,225,2,3321,0.662535381
1876,166,2,3321,0.662535381
455,207,3,4792,0.459148581
2059,53,3,3680,0.597866848
3179,414,3,3567,0.6166666670000001
1240,440,4,4756,0.4625
1108,592,3,2538,0.8666666670000001
475,471,2,3142,0.7
3057,12,3,2984,0.736967158
1238,528,3,2604,0.844470046
1003,8,2,2553,0.8612455929999999
1429,64,3,3650,0.602323288
788,156,3,3443,0.6384954979999999
1611,50,3,4338,0.5066666670000001
1711,468,3,2464,0.89200487
1965,83,3,3527,0.623110292
1697,177,3,3027,0.726015857
878,709,2,2930,0.75
1337,352,3,3733,0.588655237
928,625,2,2907,0.755899553
2467,271,3,3195,0.687636933
417,309,3,2197,1.0
2112,175,3,4032,0.544885913
1807,83,2,4055,0.5417903820000001
496,138,7,4588,0.478823017
1813,425,4,5246,0.41875714799999997
1349,440,2,3820,0.575
1732,299,2,4224,0.52
1815,480,6,4881,0.45
826,143,2,3521,0.623763135
1247,33,2,4957,0.443058301
402,266,2,2387,0.92
2253,126,4,2993,0.733678583
454,339,2,4182,0.525
1197,265,2,3054,0.7188998040000001
961,78,4,4645,0.47264585600000003
2792,145,3,2272,0.966302817
378,20,3,3537,0.620687023
741,43,2,3276,0.67
889,357,4,5902,0.371890884
2231,186,4,3055,0.7184418990000001
377,162,2,7316,0.3
1985,74,2,3033,0.7236102870000001
459,421,2,2813,0.7801990759999999
495,497,2,3027,0.724958705
969,125,2,2715,0.808036832
397,233,4,2281,0.961736081
1117,398,3,5484,0.4
1422,256,2,3413,0.642677996
576,29,4,3071,0.7142136109999999
1994,2,2,3882,0.565
579,57,3,4246,0.516556759
2440,255,2,2515,0.872063618
551,47,2,2580,0.85
1061,527,2,2333,0.939991427
935,175,2,3107,0.705790151
424,70,2,3322,0.66
899,227,3,3003,0.73007992
643,360,2,4176,0.525
1438,385,3,2744,0.79896137
529,355,2,7306,0.3
876,44,3,3030,0.723333333
3275,472,4,2889,0.758618899
502,226,4,4528,0.483984099
1826,135,3,5311,0.412598381
745,192,3,2625,0.834697143
423,45,3,8016,0.273333333
826,332,3,4143,0.5288438329999999
417,90,6,4726,0.463588658
2921,153,5,3408,0.64286385
746,219,3,4182,0.523854615
598,302,6,5908,0.370761679
1476,395,5,3083,0.710411936
387,374,2,2920,0.75
557,72,2,3377,0.648492745
742,548,3,3230,0.6779876159999999
796,269,2,2801,0.781770796
377,58,5,5826,0.375839341
1678,324,2,3424,0.639485981
1095,366,3,3232,0.677444307
787,113,2,2200,0.995
3273,93,2,4809,0.455050946
1101,123,3,2308,0.9481195840000001
569,33,4,3333,0.656543654
1054,142,4,4671,0.468439306
508,251,4,4607,0.474931626
1050,337,4,2188,1.0
713,531,2,3010,0.726910299
1767,724,2,3978,0.55
2172,283,2,3275,0.667865649
704,688,2,2430,0.9
1165,21,6,3462,0.6316666670000001
714,348,4,6060,0.360808581
3203,1,6,4766,0.458506085
3092,139,4,6034,0.362131256
842,659,2,2185,1.0
1281,15,3,3277,0.666762283
942,624,2,2616,0.8350152909999999
413,49,3,2283,0.956666667
2206,190,3,3991,0.547246304
2197,446,3,2510,0.870119522
594,116,2,3621,0.603093068
1906,166,2,2972,0.734761104
613,496,2,2315,0.943239741
506,456,4,3970,0.55
726,15,2,3934,0.555
524,100,2,3934,0.555
1469,39,3,3213,0.6795424840000001
1197,143,2,6238,0.35
2393,312,2,6238,0.35
2608,34,6,3550,0.614980282
1416,201,2,2489,0.877119325
2134,133,2,2930,0.745
1806,195,3,3035,0.719182867
1521,170,3,2619,0.833333333
863,103,4,2771,0.787542403
1887,301,3,5033,0.43356050100000004
648,5,2,4196,0.52
1385,2,3,2577,0.846666667
1230,593,4,4667,0.46750589200000003
1401,95,2,4078,0.535
1057,124,3,3969,0.549685059
1705,135,2,5454,0.4
1624,390,2,5454,0.4
2214,100,3,3377,0.6459875629999999
493,316,3,6231,0.35
1088,166,2,4154,0.525
2513,520,2,4154,0.525
1107,79,2,4154,0.525
1154,205,3,5041,0.432620512
1103,261,4,2968,0.7347708890000001
1501,436,2,2726,0.8
810,103,4,5662,0.385075945
2206,482,3,5450,0.4
2556,668,4,4119,0.529145424
471,247,3,3264,0.667738971
1001,73,3,5541,0.39333333299999995
1891,165,3,4660,0.467648069
443,443,2,3654,0.5962643679999999
1106,278,2,2824,0.7714943340000001
479,476,2,2864,0.760649441
763,286,2,2656,0.820139307
669,182,4,3094,0.704020685
853,279,2,2533,0.859723648
526,321,4,7591,0.286852852
633,12,7,4480,0.486026786
686,379,3,2549,0.854138878
1147,216,4,2316,0.94
433,66,4,2972,0.7325
580,493,3,3232,0.6734375
436,252,2,2902,0.75
1584,612,3,2709,0.803396087
1296,314,3,3879,0.560866203
653,648,2,3626,0.6
973,46,3,2825,0.769964602
778,60,4,3542,0.6140683229999999
856,500,2,2175,1.0
1565,427,4,2320,0.9375
3400,316,3,2988,0.727911647
691,676,2,5116,0.425097733
1545,83,3,3927,0.553781513
683,412,5,3342,0.650598444
1869,9,2,3106,0.7
1393,618,2,3106,0.7
973,394,2,3106,0.7
1715,77,3,5088,0.42724449700000006
1568,211,3,4052,0.536470879
2125,57,4,3244,0.67
1508,35,2,2478,0.8770621470000001
1102,399,4,3548,0.6125
479,288,3,2618,0.8300802140000001
2409,119,2,3126,0.6951695459999999
747,578,4,2338,0.929298546
365,360,3,3601,0.603332408
606,8,2,2750,0.78992
426,96,4,3161,0.68719709
2342,32,2,3603,0.602825423
475,104,2,2805,0.7740962570000001
3018,11,2,2684,0.808986587
513,9,2,2616,0.83
684,222,5,2895,0.75
777,229,3,2390,0.908451883
783,604,2,4570,0.475
517,518,2,2994,0.725
668,670,2,3183,0.681903864
2076,149,3,3878,0.559564208
2467,35,4,4157,0.522006255
916,215,2,3199,0.6783182240000001
475,437,4,4173,0.5199616579999999
760,158,2,2594,0.8363993829999999
628,438,2,3439,0.6308519920000001
2026,372,6,4284,0.506395892
635,561,2,3269,0.663582135
777,148,2,2944,0.7368138590000001
882,40,4,4137,0.524314721
574,213,4,5860,0.37
588,346,3,3703,0.58552525
550,64,2,3992,0.5431312629999999
1834,277,3,3794,0.571402214
2908,307,4,6231,0.34787353600000004
859,96,2,3383,0.64070943
892,209,3,5332,0.40651162799999996
3250,604,2,2900,0.74737931
2448,291,2,3375,0.64202963
906,72,5,3699,0.585712355
820,139,2,2838,0.763400282
554,367,3,2940,0.736530612
1025,214,3,3396,0.637597173
458,264,3,4868,0.444617913
2016,508,2,3764,0.575
459,297,3,3971,0.5449609670000001
395,10,3,2669,0.810790558
630,193,2,3995,0.541627034
720,695,2,3934,0.55
1331,685,2,3934,0.55
2752,685,2,3934,0.55
1865,614,2,3934,0.55
2324,414,2,3934,0.55
1765,402,2,3934,0.55
1267,321,2,3934,0.55
692,421,2,3934,0.55
461,402,2,3934,0.55
505,89,2,3934,0.55
563,523,2,2630,0.8226235740000001
445,232,2,4729,0.457494185
1539,132,2,3434,0.63
551,131,4,2830,0.76445583
2233,99,3,4071,0.531419799
779,160,3,5462,0.39595386299999996
1916,20,5,3097,0.6982370040000001
2585,181,3,2597,0.832533693
2058,93,6,3078,0.7023066929999999
460,140,2,5178,0.417443028
454,174,3,3030,0.713333333
1183,271,3,3466,0.623583381
369,77,2,2805,0.7705133690000001
2591,13,2,2403,0.8994007490000001
3320,112,4,3318,0.651344183
2850,246,3,3393,0.636931919
2016,187,2,2794,0.773464567
499,296,3,2888,0.748268698
1228,690,3,2971,0.7273645240000001
472,422,2,3087,0.7
2264,369,2,3087,0.7
1026,352,2,2489,0.8681799920000001
447,212,2,3238,0.6673100679999999
763,194,3,3858,0.56
789,128,2,2457,0.8792673990000001
1350,438,3,4221,0.511774461
1211,289,2,5684,0.38
397,278,2,5684,0.38
2275,23,2,3569,0.605155506
2263,79,2,2714,0.795781135
1154,286,3,3772,0.572473489
927,305,3,4625,0.466886486
2017,225,2,2750,0.7849890909999999
402,25,4,6212,0.3475
1845,686,2,2420,0.891942149
857,7,3,4704,0.45882653100000004
2067,505,5,3049,0.707855034
925,705,2,2616,0.825
513,514,2,2616,0.825
2580,396,3,2472,0.873058252
508,448,2,4110,0.525
454,453,2,5754,0.375
1292,676,2,4110,0.525
1058,30,3,3553,0.607283985
421,277,3,5244,0.411441648
1481,16,3,3249,0.664028932
2582,368,2,3752,0.575
408,396,2,2696,0.8
654,655,2,1631,1.3221949720000001
1932,411,2,3176,0.678888539
878,554,3,2156,1.0
1688,189,2,2800,0.77
1868,113,5,4506,0.478415446
1216,39,2,2994,0.72
2032,201,2,3275,0.6581709920000001
1645,147,3,2787,0.773333333
3247,245,4,4459,0.483292218
2321,170,2,5567,0.38706305
381,209,5,4640,0.46433405200000005
558,331,2,2780,0.775
553,329,2,2780,0.775
1171,236,3,2874,0.749589422
1042,219,2,2363,0.911637749
504,290,2,2583,0.833975997
906,19,2,3367,0.63973567
498,432,2,2340,0.920299145
2945,45,3,3022,0.712534745
2160,140,2,3877,0.555367552
630,625,2,4153,0.5184324579999999
1555,633,2,2456,0.8766286640000001
1416,367,3,3588,0.6
431,43,4,4970,0.43313883299999995
2144,5,2,2232,0.964466846
734,632,2,3444,0.625
2748,524,2,4100,0.525
2338,241,2,2643,0.814411653
1547,280,2,3142,0.685
436,149,6,5801,0.370946389
2519,9,4,4225,0.509306509
584,233,2,3689,0.5833017079999999
490,300,3,2289,0.94
2384,278,3,3859,0.557548588
639,634,2,2840,0.757588028
1628,15,3,4623,0.465360156
709,526,2,2151,1.0
2511,519,2,2151,1.0
1126,426,3,2390,0.9
1854,511,2,2151,1.0
666,105,4,5194,0.414037351
598,600,2,2688,0.8
594,586,4,5376,0.4
2498,3,2,2572,0.836076983
929,219,3,2889,0.7442713740000001
451,346,4,4579,0.46954575200000004
737,176,2,3155,0.681296355
1065,537,4,4232,0.50789225
2282,155,2,3028,0.7098018490000001
667,416,3,2653,0.810082925
721,629,3,2223,0.966666667
1386,393,3,3363,0.638938448
585,581,2,3253,0.660467261
2288,176,2,7672,0.28
548,357,3,3438,0.62478185
897,611,3,3222,0.666666667
2401,646,2,3170,0.6773974759999999
574,204,2,2555,0.8404500979999999
849,726,2,3142,0.683322724
367,267,2,2783,0.771386992
1926,127,4,3669,0.585036795
884,157,3,3104,0.6915206190000001
1147,90,5,4856,0.442014003
963,271,2,3434,0.625
636,181,2,3135,0.6845645929999999
583,56,2,1522,1.41
395,2,2,4990,0.43
2385,613,2,2682,0.8
1266,701,2,2407,0.891316992
620,422,3,2805,0.764777184
2986,130,2,2616,0.82
454,35,2,2876,0.745806676
1655,287,3,2733,0.784796926
3271,319,4,4826,0.44442602600000003
2419,253,4,4212,0.509171415
1605,160,2,2577,0.8321303840000001
1725,572,3,2202,0.973705722
1983,267,3,3052,0.702519659
2171,211,3,2281,0.939886015
2094,82,4,3999,0.53603901
786,694,2,2858,0.75
550,536,3,2432,0.8812911179999999
547,259,4,4767,0.44960772
1249,16,4,3107,0.689803669
2572,518,2,2143,1.0
454,244,3,2419,0.88577098
586,27,3,2590,0.8272857140000001
440,387,2,3060,0.7
2215,125,2,2680,0.79925
1031,393,4,4135,0.518004837
707,153,2,3286,0.651832015
1872,2,2,2956,0.724573748
2954,33,8,3172,0.67511034
564,220,4,3218,0.665431945
2174,91,3,2805,0.763333333
441,178,4,5178,0.41349362700000003
1042,553,2,2253,0.9502885040000001
2842,624,2,3451,0.6203709070000001
1023,211,5,3938,0.543638903
2420,210,4,2912,0.735
524,70,4,4200,0.5095833329999999
743,108,3,2546,0.840365279
406,26,3,4747,0.450718348
2789,172,6,3640,0.58771978
1033,205,3,3947,0.542006587
875,287,3,2609,0.819957838
2465,366,3,3189,0.670774537
3046,375,2,2760,0.775
890,356,2,2493,0.8580024070000001
2423,499,3,3755,0.569600533
509,168,2,2332,0.9171526590000001
387,271,3,4570,0.467938731
711,709,2,2618,0.8168258209999999
2660,132,2,2456,0.870651466
795,249,2,4612,0.463642671
1405,641,2,3451,0.61944364
1078,656,2,5344,0.4
1787,429,3,6750,0.316666667
2260,13,2,2995,0.713672788
1255,248,2,3584,0.596378348
724,621,3,2888,0.74007964
1171,576,2,5343,0.4
2098,61,2,2714,0.78742815
708,709,2,2590,0.825057915
1610,517,2,5342,0.4
1969,395,2,5342,0.4
1204,478,2,5342,0.4
705,546,3,2787,0.7666666670000001
811,263,4,3075,0.69483252
2167,377,2,3052,0.7
2427,249,4,4053,0.5270688379999999
2460,382,2,2136,1.0
475,105,3,2450,0.871779592
446,81,4,4991,0.42786215200000005
671,240,2,2359,0.90490886
2529,126,5,4923,0.43358318100000004
2115,376,3,3373,0.632819449
401,99,3,3435,0.621368268
977,584,4,3754,0.568433671
2761,341,2,2684,0.7949329359999999
702,40,9,3357,0.635555556
2483,223,3,3074,0.694053351
3207,580,4,4211,0.506649252
927,31,5,5454,0.39116795
829,73,3,4969,0.42934192
857,528,2,2527,0.8442421840000001
1860,74,5,4245,0.502558304
1135,653,4,3220,0.6625
738,297,3,4037,0.528422096
1640,1,2,2752,0.775
492,15,3,3323,0.641772495
2104,34,3,2510,0.849641434
1397,108,4,5149,0.414146436
455,101,2,2586,0.8244083529999999
746,49,5,2740,0.778
770,296,4,4060,0.525
1919,102,3,3738,0.570168539
403,138,5,4682,0.455207176
580,43,2,2750,0.775
926,648,4,5500,0.3875
1702,595,4,3044,0.7
760,569,4,3044,0.7
697,402,4,3044,0.7
3037,172,4,2316,0.92
524,231,3,4844,0.43982659
458,356,2,2663,0.8
520,115,3,4124,0.516561591
2313,328,3,4124,0.516537342
1489,76,4,3492,0.61
1259,397,3,2130,1.0
802,55,3,5467,0.38960673100000004
1730,218,2,2857,0.7454497720000001
611,362,3,3766,0.565454063
1724,160,2,2399,0.887536474
613,592,2,2129,1.0
612,318,3,2661,0.8
615,460,3,3695,0.5761028420000001
1969,495,3,3975,0.535509434
1614,124,2,3562,0.597490174
870,492,2,3275,0.649847328
519,516,2,2660,0.8
748,444,2,2660,0.8
2395,156,3,2313,0.92
1912,342,3,4820,0.44145228200000003
634,526,3,5106,0.41666666700000005
522,23,2,3218,0.660981976
862,565,2,3174,0.6700850660000001
743,201,3,5993,0.354887369
1010,657,2,3429,0.620209974
677,639,2,3544,0.6
530,525,2,3426,0.620665499
670,261,2,2430,0.875
656,376,3,2964,0.717257085
1171,139,2,3501,0.6071836620000001
2566,155,4,2670,0.796157303
1544,159,4,2786,0.7629827709999999
2170,101,2,2892,0.735
2182,34,3,3141,0.676666667
2460,460,3,2277,0.933333333
567,342,2,2873,0.739679777
1599,119,2,3014,0.705
578,466,2,2656,0.8
2014,567,2,3103,0.684756687
2443,251,2,2332,0.9110377359999999
1006,610,2,2739,0.775575027
1723,486,3,4395,0.483333333
2840,290,4,2380,0.8925
447,185,5,2486,0.854424779
583,263,3,3461,0.613681017
1586,176,4,6532,0.32516074699999997
3249,238,3,3943,0.538625412
2154,284,3,4125,0.514860606
2738,277,4,4532,0.468616505
2922,164,2,1506,1.41
365,167,4,2645,0.8027863890000001
754,195,4,3031,0.7004717909999999
1116,109,3,4128,0.514265988
452,247,3,4058,0.5230606210000001
395,342,2,3321,0.639084613
1287,104,3,3307,0.641714545
464,33,5,2691,0.7885730209999999
1047,272,3,3143,0.675071588
1205,265,2,4937,0.42972858
369,135,2,1558,1.361578947
784,575,2,2020,1.05
841,603,2,3771,0.5624502779999999
1109,490,3,4866,0.435819975
422,42,3,6117,0.34666666700000004
1709,645,3,4450,0.47649438200000005
437,416,2,2120,1.0
514,467,2,2743,0.772839956
2455,388,2,3885,0.5456628060000001
1784,330,3,2493,0.850300842
1667,499,3,4774,0.44394637600000003
2377,422,2,3349,0.632815766
2789,203,4,2967,0.714223121
1966,473,2,2119,1.0
2078,478,2,2119,1.0
1084,95,3,3363,0.63
561,48,3,3249,0.65209603
440,384,2,3586,0.590713887
2759,304,2,3560,0.595
1421,628,2,2947,0.7187648459999999
446,371,2,3320,0.637966867
2605,37,3,2964,0.7145546559999999
2080,635,2,3168,0.6684027779999999
2547,478,3,3916,0.540615424
463,16,3,3523,0.600916832
365,353,2,2920,0.725
2300,444,2,2117,1.0
709,409,2,4233,0.5
2827,77,3,5954,0.355446758
710,412,2,2235,0.946845638
1434,54,3,2537,0.833902247
1648,150,3,3043,0.6952086759999999
1439,576,3,2538,0.833333333
1004,514,2,2039,1.037027955
855,9,5,5261,0.401914085
1084,193,2,2475,0.85430303
871,492,3,5222,0.40488318700000003
434,4,2,2025,1.044098765
905,3,3,3002,0.7041205859999999
924,615,4,3640,0.580659341
2361,428,4,4717,0.44799660799999996
1944,308,3,5710,0.37005253899999996
1969,353,4,5530,0.382052441
398,273,2,4048,0.5218947629999999
554,120,2,3380,0.625
753,152,2,2743,0.77
2190,686,2,3385,0.623884786
532,24,8,3049,0.692594293
1295,102,5,2566,0.822961808
497,450,3,3907,0.540478628
473,156,4,3775,0.559255629
393,172,2,2330,0.9059227470000001
2382,32,3,4807,0.439011858
1047,37,4,3245,0.6503174110000001
576,78,4,2998,0.703755837
816,24,5,4874,0.432868281
862,35,3,5350,0.394351402
3414,12,4,4791,0.44027969100000003
475,256,3,2192,0.962262774
471,428,3,2433,0.8666666670000001
1544,626,2,2446,0.862060507
1261,277,2,4211,0.500676799
1085,223,2,3133,0.672786467
669,177,4,2316,0.91
643,4,2,2266,0.93
3084,552,2,2565,0.821520468
1225,571,3,2824,0.74608711
531,274,3,3742,0.563041154
533,508,2,2221,0.948604232
1254,62,2,1494,1.41
1834,124,2,2546,0.827227023
935,228,3,2211,0.95256445
2808,557,2,2151,0.979125988
1175,559,3,3030,0.695049505
965,323,3,3946,0.5337050179999999
886,196,2,2289,0.92
2601,199,2,2289,0.92
2264,145,4,6322,0.333065486
684,5,2,2752,0.765
1143,177,3,4128,0.51
1162,379,3,2984,0.705495979
1732,136,2,3101,0.6788036120000001
663,196,4,2851,0.738211154
1187,617,2,3122,0.6739910309999999
2504,580,2,2104,1.0
2355,62,2,2750,0.765047273
747,659,3,5054,0.416204986
2899,21,4,3600,0.584283333
426,257,2,1881,1.118240298
594,252,2,3660,0.574644809
1181,33,5,3521,0.597242261
545,223,3,6659,0.31578315100000004
1019,460,5,3500,0.6007428570000001
2098,234,3,2371,0.8864909320000001
2214,70,3,2697,0.779325176
1154,25,4,2316,0.9075
2628,197,3,4213,0.498789461
454,219,3,3045,0.69
839,188,3,3963,0.530161494
389,312,2,3820,0.55
1442,161,3,3546,0.592351946
370,260,2,3576,0.587360179
2695,544,2,2800,0.75
2183,688,2,2800,0.75
705,677,2,2800,0.75
2244,720,2,2800,0.75
2181,552,3,2625,0.8
1288,684,2,2800,0.75
1716,43,3,2313,0.907898833
1554,11,3,2787,0.7533333329999999
2895,186,2,1577,1.33126189
2953,82,4,3732,0.5625
646,328,3,2799,0.75
1661,235,4,2332,0.9
707,705,2,2623,0.8
376,110,3,2934,0.7151465579999999
566,555,2,3228,0.65
487,121,2,3228,0.65
1712,512,3,3220,0.651552795
1149,372,2,4117,0.509509351
1619,314,2,3658,0.573428103
1619,314,2,3658,0.573428103
1007,440,3,3667,0.571966185
2317,669,3,2471,0.8486442740000001
2342,371,2,2892,0.725
2600,182,2,2279,0.92
2212,573,3,2500,0.8386399999999999
1973,111,3,1947,1.076666667
3101,157,10,9992,0.209794836
1267,9,2,2572,0.815
2487,452,3,3368,0.622312945
1363,176,3,3655,0.573447332
3421,98,3,2519,0.831897578
2039,3,3,2431,0.86199095
2408,136,2,2253,0.930057701
3189,12,2,1486,1.41
1053,94,2,2656,0.788859187
888,515,2,3150,0.665079365
746,202,2,2643,0.792633371
3077,375,2,2805,0.7466310159999999
611,503,3,2706,0.77383592
505,115,3,3008,0.696113697
615,612,2,2536,0.825591483
3413,503,4,2617,0.8
623,21,2,2546,0.8223055770000001
473,107,2,3247,0.644675085
607,454,5,4550,0.46
395,193,2,2289,0.9143294009999999
815,664,2,2616,0.8
443,337,3,3924,0.533333333
2158,568,2,2616,0.8
2470,437,2,2616,0.8
1821,632,4,5232,0.4
3055,371,2,2616,0.8
2287,422,3,3924,0.533333333
2129,391,4,5232,0.4
955,717,2,2616,0.8
2016,704,2,2616,0.8
748,704,2,2616,0.8
1193,59,3,3528,0.592984694
1412,524,2,2092,1.0
2153,89,2,2616,0.79969419
395,207,2,4129,0.506616614
2036,9,3,3257,0.642164569
956,212,2,4268,0.49
2113,265,2,4268,0.49
2425,73,3,3585,0.583333333
2942,70,2,2733,0.7650640320000001
724,260,3,2554,0.818668755
1044,595,2,3555,0.588115331
2871,65,2,3052,0.685
1423,78,5,4631,0.45138846899999996
827,694,3,2267,0.921746802
606,300,4,4205,0.49689655200000005
682,77,4,2633,0.793558678
1478,88,5,5656,0.369405941
524,24,3,4124,0.506556741
882,628,2,4215,0.49550415200000003
1540,647,4,2320,0.9
1834,672,2,2456,0.85
376,366,2,4809,0.434061135
1128,37,2,2710,0.77
748,4,2,2710,0.77
1107,533,2,3383,0.6167454920000001
1809,318,3,3259,0.639797484
1543,646,2,2780,0.75
563,551,2,2780,0.75
1228,618,2,2780,0.75
612,225,2,3390,0.615
1643,345,2,2978,0.7
1410,497,2,4062,0.513121615
1717,77,7,5315,0.39215428
2510,291,3,3454,0.603442386
1305,333,3,4191,0.497279885
690,169,2,2465,0.845419878
1078,652,2,2977,0.7
370,97,2,4516,0.461434898
977,470,4,3483,0.598105082
609,599,2,2604,0.8
557,379,2,2604,0.8
743,334,3,3524,0.591089671
2340,33,2,3275,0.6359145039999999
1818,63,4,2818,0.73897445
611,610,3,2615,0.796328872
1435,491,2,2598,0.801385681
2237,32,4,5320,0.39122368399999996
2537,262,4,3721,0.55932545
1173,631,3,2436,0.854351396
1765,71,2,2994,0.695
779,107,3,3030,0.686666667
2075,7,2,3866,0.53816865
1268,39,4,3496,0.595088673
2897,630,2,2488,0.836093248
1538,139,2,2630,0.79095057
576,529,2,2488,0.836093248
1074,561,2,2728,0.762481672
1684,226,2,2481,0.8383313179999999
1964,565,3,2606,0.798081351
608,156,5,4988,0.416952686
861,140,4,3434,0.605620268
1200,209,2,1994,1.042918756
700,509,5,3985,0.521806775
1083,277,3,3255,0.638804916
378,159,3,3585,0.58
1395,523,4,2190,0.949315068
2758,178,3,3107,0.669015127
1811,691,2,2691,0.772352285
1274,695,2,2078,1.0
765,593,2,2078,1.0
2454,510,4,2913,0.713336766
1173,600,3,4155,0.5
730,140,2,2279,0.9113909609999999
1840,228,3,4261,0.487446609
3022,566,2,4154,0.5
910,328,2,4154,0.5
1021,14,4,2596,0.8
678,48,2,3032,0.6849571240000001
1228,172,2,4238,0.49
1075,251,2,3404,0.61
1095,437,2,3087,0.672562358
563,108,2,2820,0.736170213
1944,349,3,3893,0.533226304
423,66,2,3386,0.613000591
1013,67,2,2421,0.857286245
2008,686,2,2255,0.920177384
365,282,2,3509,0.591211171
1002,518,2,2839,0.730715041
711,51,2,3074,0.674791802
427,416,2,8296,0.25
2885,674,2,2549,0.813652413
1233,79,3,2464,0.841607143
2749,443,3,2348,0.883091993
2594,3,2,2266,0.915
1574,234,3,2708,0.7656388479999999
673,352,3,3545,0.5848378000000001
1162,19,2,2579,0.803811555
2146,201,2,2692,0.77
1533,153,2,2253,0.92
3125,137,4,2938,0.705405037
840,371,3,3454,0.6
2879,130,5,3582,0.578509213
1951,91,3,3818,0.5426977479999999
1172,406,3,2072,1.0
3365,430,2,3357,0.617187965
2676,415,2,2789,0.742882754
3286,341,2,3453,0.6
416,297,3,2787,0.7433333329999999
803,127,2,2585,0.801373308
1382,19,3,2799,0.74
1434,162,2,3640,0.568873626
621,603,3,3030,0.683333333
2526,248,3,1941,1.066666667
751,222,4,2596,0.7975
3160,109,3,3363,0.615602141
1092,524,2,2228,0.9291292640000001
2460,561,3,2070,1.0
1169,375,3,2070,1.0
947,694,3,2070,1.0
972,488,3,2070,1.0
851,663,3,2070,1.0
592,432,3,2070,1.0
366,365,2,1380,1.5
895,579,3,2070,1.0
446,361,3,2070,1.0
1828,503,4,2774,0.746178803
590,349,3,2780,0.744568345
1173,118,2,3100,0.667664516
2277,614,2,2443,0.847155137
1110,608,3,2732,0.7574304540000001
436,433,2,3762,0.55
1237,194,2,2411,0.8581833259999999
785,149,4,3492,0.5925
443,235,4,3492,0.5925
1254,676,2,2069,1.0
2013,215,3,2875,0.719613913
1649,310,3,4675,0.442449198
1407,260,4,2268,0.911940035
3350,191,2,3003,0.6886346990000001
1933,71,3,5349,0.386595625
498,312,4,3804,0.543585699
441,67,2,3597,0.574865165
782,550,2,2852,0.725
1570,104,4,2520,0.820420635
2837,376,2,2657,0.7779074140000001
2580,251,2,2684,0.77
1694,331,2,2582,0.8
763,144,3,2231,0.925818019
3095,205,4,4411,0.468258898
1173,681,2,3934,0.525
534,534,2,3934,0.525
556,536,2,3934,0.525
2464,678,2,3934,0.525
508,457,2,3934,0.525
2342,486,2,3934,0.525
678,670,2,3934,0.525
2997,526,2,3934,0.525
589,40,3,5901,0.35
