,MemberNo,Gender,Age,WorkCity,FFPdate,Category
51412,27502,男,39.0,东莞,2012/10/2,0
51413,19432,男,40.0,北京,2008/2/27,2
51414,36031,男,31.0,珠海,2009/12/29,0
51415,103,男,44.0,顺德,2010/11/17,1
51416,52802,男,42.0,营口,2011/5/8,0
51417,54381,男,36.0,郑州,2012/3/1,1
51418,30612,男,41.0,,2008/11/18,1
51419,22479,男,39.0,北京,2010/4/8,0
51420,42597,男,39.0,厦门,2012/6/16,1
51421,12930,男,34.0,广州,2010/9/1,1
51422,10921,女,29.0,武汉市,2013/2/12,0
51423,3140,女,62.0,北京,2008/3/31,1
51424,5688,女,45.0,长沙,2012/3/9,0
51425,13118,女,20.0,Yongsan-gu,2011/8/6,0
51426,17829,男,50.0,大连,2007/11/8,2
51427,39949,男,73.0,上海,2009/1/25,1
51428,46001,女,49.0,北京,2006/11/22,2
51429,19277,男,48.0,北京,2007/3/29,2
51430,54867,女,38.0,北京,2006/8/9,2
51431,7061,男,30.0,广州,2012/3/21,0
51432,15509,女,47.0,武汉,2012/4/21,1
51433,1256,男,33.0,深圳,2008/3/21,2
51434,34282,女,19.0,长春市,2013/1/28,0
51435,55589,男,33.0,昆山,2011/3/2,0
51436,25205,男,32.0,广州,2012/12/7,0
51437,20094,女,28.0,北京,2013/3/16,0
51438,22411,男,31.0,乌鲁木齐,2009/12/4,1
51439,60962,女,31.0,长春市,2012/8/7,1
51440,37885,女,31.0,成都,2012/12/27,0
51441,57415,男,39.0,深圳,2008/6/26,1
51442,22067,男,43.0,深圳,2009/2/7,2
51443,195,男,53.0,广州,2011/1/14,0
51444,51640,男,56.0,北京,2012/8/23,3
51445,55792,男,38.0,北京,2012/5/22,1
51446,16300,男,34.0,上海,2012/12/13,0
51447,4487,男,40.0,上海,2009/12/7,0
51448,27113,女,36.0,广州,2009/12/29,0
51449,33614,女,35.0,深圳,2012/10/28,0
51450,51743,女,43.0,伊犁,2011/11/2,1
51451,54340,女,31.0,广州,2011/10/8,0
51452,59786,女,55.0,长春,2011/9/17,1
51453,6929,女,30.0,成都,2012/7/17,1
51454,61453,女,41.0,三门峡,2013/2/19,0
51455,7218,女,23.0,北京,2013/2/5,0
51456,42615,女,49.0,乌鲁木齐,2012/6/8,1
51457,2783,女,24.0,大连,2007/10/7,2
51458,50321,男,30.0,上海,2011/6/29,1
51459,47187,男,46.0,广州,2005/3/26,2
51460,24209,男,47.0,惠州,2012/2/6,1
51461,1215,女,59.0,北京,2007/4/1,1
51462,28994,女,29.0,汕尾,2013/3/7,0
51463,33818,女,39.0,北京,2012/11/14,1
51464,51714,男,41.0,北京,2012/6/29,1
51465,55279,男,44.0,长沙,2007/5/21,2
51466,44954,男,46.0,,2006/5/6,2
51467,7126,男,34.0,新乡,2012/11/21,1
51468,15045,男,52.0,大连,2011/8/1,0
51469,7487,女,30.0,广州,2010/12/2,0
51470,24480,女,23.0,大连,2012/12/19,0
51471,33868,男,34.0,上海,2012/11/11,0
51472,7456,男,41.0,沈阳,2013/3/1,1
51473,13149,男,38.0,广州,2009/9/24,1
51474,18223,女,56.0,顺德,2010/11/17,0
51475,50105,男,38.0,佛山,2012/8/31,1
51476,10649,男,27.0,沈阳,2012/3/20,0
51477,56040,男,22.0,杭州,2013/3/11,0
51478,36200,男,30.0,广州,2011/1/15,0
51479,28427,男,44.0,长沙,2010/4/29,0
51480,28481,男,47.0,上海,2010/10/16,1
51481,16207,男,32.0,长春市,2013/3/21,0
51482,45438,男,35.0,北京,2012/7/21,1
51483,13366,男,49.0,海口,2011/8/9,3
51484,12235,男,44.0,上海,2008/5/18,1
51485,33215,女,30.0,北京,2012/3/19,0
51486,15433,女,58.0,昆山,2012/4/25,0
51487,6702,男,38.0,深圳市,2012/11/19,0
51488,14470,女,29.0,大连,2012/2/17,0
51489,16496,男,45.0,深圳,2013/3/10,1
51490,58480,女,27.0,,2011/2/15,0
51491,32629,女,39.0,郑州,2011/9/29,0
51492,34705,女,48.0,长春,2010/2/21,1
51493,44159,男,34.0,沈阳,2012/12/12,0
51494,36126,女,41.0,北京,2010/12/6,0
51495,7738,女,42.0,Seodaemun-gu,2012/3/3,1
51496,27594,女,30.0,北京市,2013/2/28,0
51497,6836,男,28.0,Sasang-gu,2013/1/23,1
51498,50743,男,39.0,,2012/4/23,1
51499,37577,男,32.0,苏州,2011/8/15,1
51500,18343,男,34.0,大连,2011/1/24,1
51501,49965,女,35.0,惠州,2011/1/26,0
51502,12423,男,46.0,武汉,2008/6/25,2
51503,27503,男,37.0,大连,2012/10/2,1
51504,45315,男,45.0,顺德,2011/9/19,0
51505,17313,女,23.0,鹤岗,2012/7/14,3
51506,44304,女,29.0,哈尔滨,2012/4/5,1
51507,26372,女,34.0,合肥,2010/12/12,1
51508,41720,男,54.0,南京市,2012/3/12,3
51509,37939,女,31.0,　,2013/3/1,0
51510,25479,男,46.0,西安,2013/1/21,0
51511,37371,男,41.0,无锡,2009/10/22,1
51512,14938,男,42.0,北京,2011/9/10,1
51513,57491,女,32.0,广州,2008/7/11,2
51514,58259,男,38.0,东莞,2010/4/30,0
51515,478,男,28.0,东莞,2012/12/26,0
51516,25946,女,35.0,沈阳市,2010/8/3,1
51517,21833,男,50.0,,2008/1/1,1
51518,39207,男,42.0,广州,2008/5/17,2
51519,33428,男,34.0,厦门,2012/11/14,0
51520,46129,男,55.0,武汉,2007/2/20,2
51521,18125,男,60.0,,2006/6/29,2
51522,58029,男,60.0,中山,2009/10/21,0
51523,49713,男,38.0,SAKADO,2011/2/4,0
51524,23894,男,47.0,呼和浩特,2012/9/2,1
51525,24343,男,34.0,SINGAPORE,2012/3/8,0
51527,1089,男,37.0,北京,2007/3/31,2
51528,39569,男,43.0,广州,2008/9/19,1
51529,48217,女,29.0,珲春,2011/7/26,1
51530,1311,男,64.0,无锡,2009/7/3,1
51531,9429,女,30.0,大连,2012/12/11,0
51532,27319,男,35.0,广州 ,2011/7/9,1
51533,3927,男,35.0,太原,2009/3/14,1
51534,31679,男,54.0,,2010/10/18,0
51535,8034,男,48.0,沈阳,2012/12/30,0
51536,15721,男,25.0,漳浦县,2012/9/25,1
51537,61715,男,50.0,公主岭市,2010/1/12,0
51538,17584,女,39.0,营口市,2011/7/23,3
51539,39621,男,44.0,广州,2008/11/4,2
51540,8043,女,23.0,沈阳市,2012/7/15,0
51541,35531,男,52.0,长春,2006/2/7,1
51542,11214,男,58.0,,2005/6/22,2
51543,54875,男,44.0,广州,2006/8/20,2
51544,60774,男,42.0,泉州,2012/9/16,3
51545,21289,男,61.0,NARA,2010/6/17,1
51546,42824,男,47.0,Sakai-shi,2012/12/30,1
51547,59150,男,65.0,武汉,2011/5/9,0
51548,44905,男,41.0,HRB,2008/4/9,2
51549,39218,男,66.0,,2010/12/20,0
51550,15587,女,29.0,北京,2012/7/16,1
51551,13727,男,35.0,珠海,2011/4/14,1
51552,32395,男,54.0,Gangnam-gu,2011/5/26,1
51553,43414,男,28.0,北京,2013/1/16,1
51554,48241,男,38.0,,2008/9/6,1
51555,53665,男,77.0,大连市,2007/11/21,2
51556,50712,男,30.0,上海,2012/3/19,1
51557,59373,男,41.0,北京,2011/6/28,1
51558,34847,男,30.0,沈阳,2011/5/28,0
51559,28034,男,49.0,北京,2006/12/24,1
51560,35239,男,46.0,哈尔滨,2012/10/6,1
51561,26793,男,53.0,汕头,2008/2/21,2
51562,26797,男,48.0,,2006/10/6,2
51563,4170,男,46.0,广州,2010/3/1,0
51564,3082,男,40.0,,2008/7/27,1
51565,53062,男,37.0,哈尔滨,2012/5/7,0
51566,4137,男,85.0,桂林,2009/4/4,3
51567,40448,女,30.0,广州,2009/11/30,0
51568,27277,女,31.0,广州,2011/2/1,1
51569,24955,女,41.0,厦门,2012/10/15,3
51570,11268,男,51.0,上海,2005/7/20,1
51571,18615,女,32.0,大连,2013/1/24,1
51572,54317,男,50.0,郑州,2011/7/31,1
51573,9157,女,37.0,广州,2011/1/13,1
51574,16356,女,35.0,长春,2012/12/26,1
51575,24595,男,29.0,大连,2012/6/26,1
51576,29083,男,55.0,北京,2005/1/28,2
51577,57602,男,44.0,深圳,2009/4/2,2
51578,5604,男,60.0,上海,2011/8/13,0
51579,19957,男,27.0,北京,2012/10/13,0
51580,52252,男,37.0,.,2012/12/10,3
51581,31671,男,53.0,SI,2010/9/11,0
51582,25449,女,29.0,伊宁,2013/1/4,0
51583,43576,女,61.0,佛冈,2013/3/23,1
51584,16331,女,31.0,上海,2013/2/22,0
51585,28629,男,38.0,上海,2011/11/9,3
51586,27573,男,36.0,佛山,2013/3/2,0
51587,37654,男,42.0,北京,2012/2/10,1
51588,15166,男,33.0,珠海市,2013/2/24,0
51589,15158,男,54.0,乌鲁木齐,2011/11/18,0
51590,33463,女,50.0,贵阳,2012/8/21,1
51591,33464,男,52.0,贵阳,2012/8/21,1
51592,36183,女,34.0,广州,2011/1/15,0
51593,26141,男,34.0,沈阳市,2011/9/29,0
51594,40730,男,45.0,北京,2010/6/10,3
51595,48647,男,35.0,广州,2008/9/10,2
51596,43183,女,26.0,广州,2012/9/29,1
51597,12722,男,,杭州,2008/11/3,1
51598,10527,男,30.0,北京,2011/7/1,3
51599,20527,男,57.0,,2007/9/1,1
51600,10839,女,31.0,大连,2012/11/21,0
51601,24032,女,36.0,广州,2012/4/3,1
51602,1569,男,32.0,北京,2011/9/5,3
51603,3299,男,34.0,上海,2008/5/19,1
51604,34356,女,27.0,上海,2013/2/10,1
51605,42034,女,47.0,济南,2013/1/25,0
51606,27408,男,51.0,北京,2012/2/27,1
51607,17987,男,44.0,肇源县,2008/5/27,2
51608,26168,男,31.0,沈阳市,2011/12/13,1
51609,59105,男,31.0,广州,2011/9/13,0
51610,13478,男,38.0,深圳,2009/12/8,0
51611,40948,男,42.0,北京,2011/2/8,1
51612,36322,男,47.0,郑州,2012/1/9,0
51613,39116,女,34.0,台北,2008/5/29,2
51614,14715,男,55.0,上海,2011/12/27,0
51615,9209,男,39.0,广州,2011/6/7,0
51616,26178,男,48.0,沈阳市,2012/3/27,0
51617,41442,男,36.0,Namdong-gu,2011/4/28,0
51618,41917,男,36.0,武汉,2011/10/28,0
51619,8322,男,38.0,乌鲁木齐,2012/6/30,1
51620,22399,男,55.0,鞍山,2011/1/28,1
51621,60303,男,49.0,长沙,2012/4/6,3
51622,32730,女,43.0,珠海,2011/9/5,1
51623,9132,男,37.0,广州,2011/1/13,1
51624,5587,女,32.0,长春市,2012/3/27,1
51625,18560,男,35.0,深圳,2012/9/19,0
51626,4846,男,46.0,solon,2011/7/20,1
51627,35051,男,44.0,沈阳,2012/8/9,0
51628,20029,男,37.0,北京,2013/1/22,0
51629,2728,男,33.0,广州,2007/8/1,2
51630,20306,男,40.0,上海,2005/5/28,1
51631,43459,男,51.0,西安,2013/2/11,0
51632,45789,男,45.0,南海,2006/6/14,1
51633,12901,女,30.0,东莞,2009/11/9,1
51634,26818,男,48.0,沈阳,2008/1/23,2
51635,19622,男,29.0,广州,2010/11/16,1
51636,61746,女,42.0,沈阳,2011/1/26,1
51637,37579,女,24.0,广州,2011/8/16,1
51638,21720,男,37.0,上海,2008/9/11,2
51639,19419,男,51.0,珠海,2007/11/5,2
51641,51732,男,36.0,深圳,2013/1/30,1
51642,54102,女,47.0,汕头,2010/2/23,0
51643,30320,男,37.0,厦门,2008/7/8,1
51644,56633,女,47.0,兰州,2007/8/13,2
51645,9109,男,29.0,广州,2010/12/29,1
51646,45600,男,,BHASEECHAROEN,2006/1/6,2
51647,47025,女,29.0,北京,2013/3/4,0
51648,44149,男,50.0,沈阳,2012/5/8,1
51649,26539,男,35.0,乌鲁木齐,2011/7/1,1
51650,44303,男,42.0,七台河,2011/11/26,0
51651,21017,男,40.0,南宁,2008/5/27,1
51652,24051,男,42.0,上海,2012/12/12,0
51653,14500,男,46.0,深圳,2011/6/9,0
51654,29740,男,36.0,上海市,2009/7/19,2
51655,22646,女,49.0,Kashiba-shi,2012/12/29,1
51656,11451,女,36.0,广州,2007/5/1,2
51657,33891,女,36.0,北京市,2012/10/9,0
51658,13705,男,37.0,西安,2010/8/24,1
51659,13299,男,44.0,上海,2009/11/4,0
51660,18988,男,45.0,烟台,2006/9/25,2
51661,33750,男,45.0,武汉,2012/10/18,0
51662,58701,女,30.0,武汉市,2011/1/9,1
51663,40595,女,56.0,,2010/7/25,0
51664,59677,女,40.0,伊通县,2011/8/18,0
51665,44806,男,55.0,抚顺市,2008/5/11,1
51666,17384,男,40.0,哈市,2010/9/3,1
51667,2603,女,47.0,上海,2007/9/1,2
51668,11719,男,45.0,玉溪,2007/11/21,2
51669,32051,男,26.0,顺德,2011/2/19,0
51670,59524,女,31.0,北京,2011/8/29,0
51671,10156,男,44.0,深圳,2007/5/19,2
51672,10334,男,51.0,上海,2010/1/12,0
51673,25729,男,46.0,北京,2009/5/11,2
51674,48599,男,37.0,北京,2009/4/1,1
51675,55807,男,39.0,厦门,2012/6/14,1
51676,50608,女,38.0,湘潭,2012/7/20,1
51677,45082,男,39.0,惠州,2010/3/8,0
51678,18243,女,36.0,大连市,2010/12/20,1
51679,15300,女,28.0,广州,2012/1/14,1
51681,11316,男,38.0,广州,2005/9/26,1
51682,50019,女,34.0,珠海,2012/10/20,0
51683,17052,男,45.0,北京,2012/9/13,0
51684,23935,男,36.0,广州,2013/1/19,1
51685,47536,男,34.0,武汉,2007/5/27,2
51686,51936,男,34.0,武汉,2012/10/31,1
51687,662,男,63.0,,2006/5/10,2
51688,55486,女,33.0,广州,2010/5/28,0
51689,39532,男,41.0,广州,2008/8/8,2
51690,26353,女,34.0,,2009/8/30,1
51691,15203,男,44.0,厦门,2012/11/30,0
51692,40101,男,52.0,OREM,2009/3/9,1
51693,35504,男,55.0,大连,2005/11/16,1
51694,43331,女,28.0,上海,2013/2/16,0
51695,40239,男,39.0,广州,2010/6/6,1
51696,40458,男,35.0,汕头,2012/10/17,0
51697,13953,男,17.0,北京,2012/11/6,1
51698,29988,女,46.0,北京,2008/3/11,1
51699,57573,男,47.0,广州,2008/8/11,2
51700,50512,女,43.0,大连,2011/12/24,1
51701,9199,男,44.0,北京,2011/4/27,1
51702,37211,男,33.0,深圳,2007/6/19,2
51703,40467,女,40.0,深圳,2010/9/12,1
51704,41961,男,47.0,北京,2012/2/27,1
51705,55427,女,33.0,北京,2009/8/11,1
51706,13300,男,42.0,上海市,2009/9/26,1
51707,14157,男,38.0,佛山,2011/3/4,0
51708,37230,男,56.0,北京,2007/5/23,2
51709,7286,男,40.0,北京,2013/1/11,1
51710,58427,男,46.0,广州,2009/12/12,1
51711,18548,男,39.0,大连,2012/8/14,0
51712,39340,男,38.0,南宁,2010/5/8,1
51713,15309,男,45.0,北京,2012/5/21,0
51714,26035,女,44.0,沈阳,2012/5/19,1
51715,26186,男,32.0,上海,2012/8/14,1
51716,27099,女,38.0,广州,2006/1/24,2
51717,51197,男,54.0,疏勒县,2012/3/1,1
51718,9013,男,30.0,上海,2010/7/12,1
51719,39856,男,49.0,广州,2008/12/2,1
51720,24389,女,33.0,香港,2012/3/30,1
51721,34157,男,53.0,顺德,2012/11/26,0
51722,57484,男,34.0,青岛,2008/8/28,1
51723,7841,男,50.0,哈尔滨市,2012/9/11,0
51724,28429,男,47.0,东莞市,2010/5/15,0
51725,26531,男,46.0,乌鲁木齐,2012/1/25,1
51726,28938,男,32.0,上海,2013/1/24,0
51727,30913,女,31.0,广州,2009/4/22,2
51728,205,女,33.0,上海,2011/1/13,1
51729,10743,男,23.0,广州,2012/8/11,0
51730,37932,男,29.0,深圳,2013/2/7,1
51731,26327,男,47.0,哈市,2009/9/26,0
51732,40767,女,30.0,深圳,2010/10/28,0
51733,15046,男,34.0,上海,2011/12/18,1
51734,24838,女,32.0,北京,2012/6/23,1
51735,37362,男,36.0,北京,2009/9/16,1
51736,42300,男,36.0,延吉市,2012/4/11,0
51737,8790,男,53.0,HRB,2007/11/28,2
51738,25687,女,34.0,哈尔滨　,2013/3/9,0
51739,29060,男,63.0,广州市,2004/12/31,2
51740,48391,男,44.0,上海,2010/2/11,0
51741,3949,男,42.0,北京,2009/4/11,2
51742,23291,女,31.0,贵阳,2012/3/19,1
51743,59245,女,32.0,广州,2011/8/7,0
51744,16606,男,24.0,哈尔滨,2013/1/1,0
51745,49865,男,39.0,北京,2012/12/10,0
51746,12096,男,47.0,北京,2008/8/9,2
51747,16128,男,35.0,岳阳,2012/11/27,0
51748,46062,男,34.0,北京,2006/12/29,2
51749,31372,男,66.0,汕头,2010/1/8,1
51750,36056,男,38.0,,2010/9/12,1
51751,53792,男,52.0,长春,2008/2/22,2
51753,42838,女,34.0,深圳,2012/8/29,1
51755,43501,女,32.0,广州,2013/1/22,0
51756,61116,男,42.0,上海,2012/11/27,1
51757,9140,女,33.0,广州,2011/1/13,1
51758,30755,女,41.0,SEOUL,2011/1/14,0
51759,3224,男,40.0,广州,2008/4/14,2
51760,19574,男,33.0,上海,2010/7/25,1
51761,27975,男,71.0,广州,2006/11/1,1
51762,38863,男,51.0,上海,2007/12/8,1
51763,41306,男,41.0,佛山,2012/3/8,1
51764,51537,男,,上海,2012/7/21,1
51765,58255,女,41.0,广州,2009/8/31,1
51766,48859,女,41.0,上海,2009/2/20,1
51767,46709,男,47.0,广州,2012/1/19,1
51768,44605,男,39.0,沈阳市,2006/6/27,2
51769,8397,男,48.0,库尔勒市,2011/9/17,0
51770,37451,男,45.0,北京,2010/7/22,1
51771,33958,男,40.0,南宁,2012/12/6,0
51772,14697,男,47.0,北京,2011/8/17,1
51773,28477,男,43.0,广州,2010/9/1,1
51774,58434,女,34.0,北京,2010/2/3,0
51775,34323,男,35.0,青岛市,2013/2/28,1
51776,56138,男,49.0,,2005/1/25,2
51777,59182,男,34.0,深圳,2011/8/18,0
51778,7120,男,34.0,郑州,2012/12/27,1
51779,40603,女,32.0,廊坊,2012/5/5,0
51780,4890,男,34.0,上海,2010/11/24,1
51781,55564,男,29.0,上海,2010/12/3,3
51782,34195,女,38.0,深圳,2013/3/13,0
51783,23196,女,36.0,重庆,2011/5/11,1
51784,47386,女,37.0,广州,2005/9/8,2
51785,43607,女,45.0,哈尔滨,2013/3/17,0
51786,39490,男,45.0,南京,2008/8/22,2
51787,25487,男,40.0,拉萨,2013/3/7,0
51788,2871,男,40.0,深圳,2008/10/11,2
51789,58317,男,44.0,北京,2009/10/28,0
51790,53379,男,41.0,乌鲁木齐,2010/10/17,0
51791,51624,女,41.0,大连,2012/12/28,1
51792,33956,男,45.0,贵阳,2012/5/1,0
51793,50612,女,29.0,长春市,2012/7/4,0
51794,62624,男,52.0,长春,2006/12/7,2
51795,106,男,34.0,顺德,2010/11/19,0
51796,28820,男,27.0,深圳,2012/9/4,1
51797,20809,男,36.0,武汉,2009/2/24,1
51798,28020,男,41.0,北京,2006/10/8,2
51799,50713,男,31.0,东莞,2011/10/15,1
51800,55214,男,37.0,广州,2007/3/25,2
51801,50559,男,46.0,北京,2012/2/21,3
51802,22572,男,34.0,南宁,2011/12/10,1
51803,13568,男,45.0,上海,2010/8/13,1
51804,48001,男,47.0,佛山,2008/1/23,1
51805,53529,女,65.0,沈阳市,2005/10/26,2
51806,9064,男,38.0,深圳,2010/11/29,3
51807,20826,男,44.0,北京,2007/10/20,2
51808,11832,男,58.0,昆山,2008/2/1,2
51809,51561,男,48.0,成都,2012/5/25,3
51810,57613,男,48.0,杭州,2008/10/11,1
51811,51924,男,39.0,湘潭,2013/1/26,0
51812,61718,男,46.0,北京,2009/11/27,0
51813,38413,男,39.0,上海,2007/7/4,2
51814,18292,女,28.0,上海,2011/9/24,1
51815,21027,男,43.0,合肥市,2008/12/10,2
51816,27922,男,55.0,张家口,2006/9/24,2
51817,35365,女,52.0,广州,2011/8/21,0
51818,54143,女,44.0,广州,2010/11/17,0
51819,55994,女,30.0,广州,2013/1/12,0
51820,58370,男,47.0,北京,2009/12/1,0
51821,45637,男,39.0,广州,2006/3/2,2
51822,57969,男,53.0,深圳,2009/3/14,2
51823,20232,男,45.0,,2005/3/29,2
51824,36035,男,45.0,大连,2010/1/5,0
51825,47228,男,53.0,,2005/4/23,1
51826,47523,男,38.0,北京,2007/6/20,2
51827,41183,男,37.0,贵阳,2013/1/30,0
51828,26890,男,41.0,HRB,2008/10/27,1
51829,46850,女,56.0,广州,2012/7/18,1
51830,15099,男,52.0,上海,2011/11/7,0
51831,30815,女,28.0,汕头,2010/5/9,0
51832,33262,男,66.0,深圳,2013/1/20,0
51833,51165,男,36.0,武汉,2012/2/23,1
51834,43724,男,56.0,SEOUL,2009/9/25,0
51835,20053,男,28.0,清远,2012/9/14,1
51836,18850,男,56.0,ANSAN SHI,2006/6/3,2
51837,19458,男,33.0,岳阳,2008/9/10,1
51838,17194,男,42.0,沈阳市,2012/7/10,0
51839,7771,男,41.0,沈阳,2011/10/31,0
51840,26757,女,40.0,长春,2007/6/10,2
51841,53334,男,45.0,北京,2010/8/23,0
51842,716,男,55.0,深圳,2006/6/8,2
51843,47415,男,49.0,广州,2005/9/27,1
51844,32230,男,62.0,,2011/5/18,0
51845,22670,男,48.0,天津,2010/3/26,0
51846,53260,男,42.0,深圳,2011/1/11,1
51847,11868,女,47.0,北京,2008/1/20,1
51848,37575,男,31.0,上海,2011/8/9,1
51849,54404,女,36.0,四会,2012/4/12,0
51850,7701,女,28.0,.,2010/10/29,0
51851,14093,男,38.0,贵阳,2011/9/28,0
51852,16142,男,41.0,奇台县,2012/11/22,1
51853,30858,男,34.0,广州,2009/7/5,1
51854,57269,男,46.0,OTSU,2010/12/20,1
51863,13691,女,38.0,温州,2010/7/10,0
51864,57570,女,40.0,沈阳,2008/8/29,2
51865,44336,男,32.0,哈尔滨,2011/5/6,1
51866,39124,男,40.0,重庆,2008/6/13,2
51867,44550,男,52.0,长春,2005/9/9,1
51868,55990,男,43.0,长春,2013/1/9,0
51869,53301,男,47.0,三门峡,2009/10/20,1
51870,50824,男,36.0,上海,2012/2/24,0
51871,42822,男,29.0,大庆,2012/7/17,1
51872,10432,男,40.0,北京,2010/10/22,1
51873,21221,男,38.0,天津,2009/1/29,2
51874,34142,男,58.0,深圳,2012/12/30,0
51875,38893,女,45.0,北京,2008/1/6,2
51876,48455,男,38.0,北京,2008/6/29,1
51877,20861,女,37.0,合肥,2007/11/5,2
51878,16154,女,35.0,北京,2012/10/20,0
51879,25945,女,48.0,鞍山,2010/4/5,0
51880,41029,男,33.0,温州,2011/7/2,1
51881,52447,男,44.0,上海,2013/1/27,0
51882,62248,男,41.0,北京,2009/7/12,0
51883,14752,男,47.0,sel,2012/4/3,1
51884,10279,男,38.0,深圳市,2008/12/31,2
51885,25616,女,27.0,广州,2013/2/13,0
51886,16745,男,30.0,北京,2010/5/21,0
51887,17760,男,42.0,沈阳,2006/12/6,2
51888,20499,男,36.0,长沙,2007/5/19,2
51889,30500,男,46.0,大连,2010/1/12,3
51890,29120,女,35.0,广州,2005/3/23,2
51891,11584,男,60.0,广州,2007/8/27,1
51892,58109,女,40.0,重庆,2010/10/29,1
51893,17303,女,42.0,北京,2010/12/29,1
51894,40741,男,53.0,贵阳,2010/10/1,0
51895,36516,女,43.0,深圳市,2010/4/7,0
51896,33035,女,32.0,上海,2011/11/15,1
51897,4212,女,35.0,贵阳,2010/5/30,1
51898,9227,男,46.0,广州,2011/7/19,0
51899,319,男,32.0,佛山市,2011/12/22,0
51900,34514,女,47.0,齐齐哈尔,2013/2/28,0
51901,50351,男,31.0,顺德,2012/3/2,0
51902,1183,男,45.0,中山,2007/6/20,2
51903,3076,男,50.0,`广州,2008/2/18,2
51904,1286,女,49.0,湛江,2009/1/20,1
51905,7264,男,36.0,北京,2013/1/16,1
51906,29796,男,68.0,上海,2007/11/3,1
51907,11245,男,35.0,北京,2005/7/20,1
51908,9145,男,34.0,佛山,2011/1/13,0
51909,4598,男,55.0,北京,2010/9/24,1
51910,5899,男,35.0,吴江,2012/2/27,1
51912,28974,男,31.0,上海,2013/2/28,0
51913,13574,男,46.0,HONG KONG,2010/2/17,1
51914,21147,女,45.0,济南,2008/4/16,1
51915,47117,男,37.0,北京,2005/1/15,2
51916,57506,男,35.0,深圳,2008/11/22,2
51917,10128,男,45.0,深圳,2007/5/2,2
51918,18191,男,47.0,北京,2010/6/28,0
51919,8475,男,57.0,,2006/1/10,2
51920,58430,男,33.0,上海,2010/1/14,0
51921,49922,女,20.0,汕头,2010/11/27,0
51922,15792,男,43.0,苏州,2012/7/21,0
51923,10262,男,41.0,,2008/7/10,1
51924,32211,男,38.0,上海,2012/8/10,0
51925,28411,男,40.0,上海市,2010/2/11,1
51926,26105,男,31.0,广州,2012/8/10,1
51927,61461,男,34.0,乌鲁木齐,2013/2/28,0
51928,40628,男,51.0,北京,2010/4/26,3
51929,52236,男,33.0,深圳,2013/3/12,0
51930,62553,男,66.0,沈阳,2006/4/20,1
51932,25884,男,53.0,长春,2009/12/7,0
51933,26789,男,48.0,长春,2008/3/9,2
51934,42659,女,25.0,长春,2012/7/9,3
51935,34315,男,39.0,北京,2013/3/19,0
51936,48695,女,34.0,chengdu,2008/11/19,2
51937,51470,男,41.0,北京,2012/10/26,0
51938,6010,男,39.0,武汉,2012/3/4,1
51939,920,男,40.0,海口,2006/11/12,2
51940,60532,男,46.0,大连,2012/12/3,1
51941,9702,男,60.0,北京,2006/6/18,2
51942,21716,女,38.0,北京,2008/9/11,1
51943,25370,男,34.0,大连,2012/12/17,1
51944,43290,男,37.0,大连,2012/12/17,1
51945,55751,男,60.0,成都,2012/3/22,0
51946,15132,男,42.0,上海市,2011/11/27,0
51947,32130,男,45.0,惠州,2011/2/27,0
51948,44004,男,32.0,哈尔滨,2012/9/17,0
51949,40573,男,43.0,青岛,2010/4/19,1
51950,41244,女,38.0,北京,2011/5/27,1
51951,46960,男,28.0,上海,2012/12/25,0
51952,28948,男,30.0,北京,2013/1/29,0
51953,44174,男,34.0,沈阳,2012/7/26,0
51954,42610,男,36.0,上海,2012/6/27,0
51955,7926,女,29.0,沈阳,2012/7/25,1
51956,41564,男,47.0,北京,2011/7/5,3
51957,50237,女,31.0,北京,2011/3/17,0
51958,37029,男,49.0,上海,2007/1/5,2
51959,27158,男,38.0,广州,2010/11/1,0
51960,37195,男,41.0,上海,2007/6/12,1
51961,36579,男,54.0,北京,2006/2/10,2
51962,48557,男,39.0,上海,2008/11/6,2
51963,58715,男,39.0,武汉市,2011/4/20,1
51964,1075,男,52.0,高要,2007/3/8,2
51965,27434,男,35.0,广州,2012/5/29,1
51966,32497,男,33.0,佛山,2011/6/30,1
51967,33623,女,28.0,云浮,2012/6/6,1
51968,40115,男,49.0,,2009/12/25,0
51969,45513,女,50.0,广州,2013/1/1,0
51970,48760,男,53.0,广州,2008/10/25,1
51971,54561,女,30.0,佛山,2013/3/26,0
51972,57433,女,49.0,番禺,2008/6/20,1
51973,58087,男,44.0,广州,2009/5/5,2
51974,61280,男,41.0,玉田,2012/12/29,1
51975,12338,男,40.0,广州,2008/5/28,2
51976,59322,女,31.0,广州,2012/2/16,1
51977,31479,男,38.0,北京市,2009/3/4,2
51978,42567,男,38.0,北京,2012/6/12,1
51979,11809,男,41.0,郑州,2007/11/26,1
51980,11747,男,38.0,上海,2007/11/7,2
51981,45056,男,47.0,郑州市,2006/8/20,1
51982,52303,男,32.0,上海,2013/2/3,0
51983,51112,男,34.0,深圳市,2012/8/1,1
51984,27398,男,45.0,武汉,2012/2/13,1
51985,62485,男,,,2005/12/7,2
51986,39401,女,35.0,上海,2008/8/12,2
51987,46904,男,30.0,深圳,2012/10/7,0
51988,26040,女,54.0,鞍山,2011/3/19,0
51989,39281,男,43.0,深圳,2008/9/1,2
51990,10496,男,34.0,南京,2011/4/23,1
